Comment,Lang,Tags confirmed,Model function,Tags
Are there other symptoms other than the ones listed for covid19,EN,checked,Health,Symptoms
"Too vague, wishing to capture all? I have no contact with anyone, but sore throat, mucus, fever 100F, stomach upset, bad headache, trouble breathing, pain all over, but thanks to COVID-19 no asthma injections (severe asthmatic), and no ketamine infusions for pain. GP & Resperoligist hiding.",EN,checked,Health,Symptoms
Can I visit unrelated friends in their home?,EN,checked,Health,"Permissible activities, Social contact"
comment et ou pour les clinique de depistage?,FR,checked,Health,Testing
Est-ce que la circulation entre l’Ontario et le Québec est permise?,FR,checked,Health,Travel within Canada
Wanting to know if flying from vancouver to ottawa in June has any restrictions,EN,checked,Health,Travel within Canada
All the symptoms,EN,checked,Health,Symptoms
Quand dois je consulter Actuellement maux de gorge perte d énergie fatigue corporelle leger écoulement nasal Je travail dans une école,FR,checked,Health,Symptoms
la fievre apparait combien de temps apres la toux,FR,checked,Health,Symptoms
"Not all of the symptoms are mentioned, ie. muscle pain.",EN,checked,Health,Symptoms
Est-ce qu’une personne testée positive et qui dit n’avoir aucun symptôme peut décéder quand même?,FR,checked,Health,Course of illness
The temperature is missing,EN,checked,Health,Symptoms
"I would like to know how COVID-19 progresses in a given individual. Are the symptoms constant and do they worsen, or do they come and go?",EN,checked,Health,Course of illness
"If we want to conduct temperature check for customer, what PPE is necessary?",EN,checked,Health,Workplace
Je suis inquiète de mes symptômes depuis le debut ma montre apple whach arrete pas de me dire que je fais de la fibrillation auculaire est ce que sais un symthome covid19 je suis positive depuis le 2 mai,FR,checked,Health,Symptoms
"séjour de 7 jours en milieux hospitalier pour une opération, isolation???",FR,checked,Health,Quarantine and isolation
If your sense of smell is gone- isn’t that a sign something is wrong? You,EN,checked,Health,Symptoms
I just getting dizzy spells - like Vertigo !,EN,checked,Health,Symptoms
Est ce que je peux reprendre les ménages dans les maisons privée?,FR,checked,Health,"Permissible activities, Cleaning other people's house"
Chest pain( maybe angina) sweating Dizzy,EN,checked,Health,Symptoms
application form,EN,,Health,Feedback unclear
adresse des sites de depistage,FR,checked,Health,Testing
Quand un employée est testée positif est ce que les autres employers qu’il a fréquenter doit s’auto isoler ?,FR,checked,Health,Workplace
Je recherche de l'information sur le covoiturage en période de covid-19,FR,checked,Health,"Permissible activities, Carpool"
I need to know if I can travel from Toronto to Muskoka cottage this weekend,EN,checked,Health,Travel within Canada
"J'aimerais avoir les coordonnées téléphoniques car a la demande de CHUS, on me demande d'aller passer le test pour la covid vu mes symptômes",FR,checked,Health,Testing
So when are yall going to roll out the mark?,EN,,Health,Feedback unclear
"I want to know if I have one of the coronavirus symptoms such as muscle pain, what pain med should I take?",EN,checked,Health,Treatment
Looking for a contact to request a self isolation requirement be revoked as it was issues by mistake.,EN,checked,Health,Quarantine and isolation
Have fever for four days How to take it down,EN,checked,Health,Treatment
"mental health portal URL just given by minister of health, no whereto be found!",EN,checked,Health,Mental health
What is the coronavirus?,EN,checked,Health,What is covid
how to treat myself at home?,EN,checked,Health,Treatment
Pendant combien de temps pouvons-nous avoir des symptômes et combien de temps pouvons-nous être contagieux. Est-ce que les symptômes peuvent durer plus de 14 jours?,FR,checked,Health,Contagious
Une personne qui a le covid-19 combien de jours était t'elle contagieuse avant les symptômes,FR,checked,Health,Contagious
"If you suspect you have a mild case of corona virus, how long does it take to get better? Also are there other symptoms that are associated with the recovery stage?",EN,checked,Health,Course of illness
I have the runs (flu). It's almost a liquid.,EN,checked,Health,Symptoms
If someone is asymptomatic and they quarantine for 14 days are they still a risk to spread the virus. (If they never show symptoms will the virus be gone in 14 days?),EN,checked,Health,Contagious
"Ma tempéreture corporelle monte et redescend depuis 2 jours et j'ai ma l aux membres mais plus aux jambes,Je tousse et j'ai comme une infection dans le nez et aux parties intimesça pique.Donc je veux savoir si mes symptômes pourrait être le coronavirus.",FR,checked,Health,Symptoms
"Est-ce qu'il est possible de passer un test pour savoir si on a eu le covid, pour être en mesure de retourner au travail sans avoir peur de l'attrapper",FR,checked,Health,Workplace
"If you are for example walking down a hallway and you cant maintain the 2 meters distance, is there a time limit for when you need to worry about possibly becoming infected",EN,checked,Health,Avoid infection
endroit pour passer le test a drummondville,FR,checked,Health,Testing
"If a company has a confirmed case of COVID-19, do employees working there have a right to not got to work for safety reasons?",EN,checked,Health,Workplace
how long is a person contagious prior to symptoms? you only talk about the incubation period. thank you,EN,checked,Health,Contagious
I am wondering if a person should stay home after their symptoms of a cold (non-confirmed COVID-19) for 14 additional days? What is the risk of being out in the community immediately after symptoms subside?,EN,checked,Health,Contagious
I need to apply for the Canada Emergency Student Benefit.,EN,checked,Health,Financial support
Jaimerais savoir pour le co voiturage..... dois je avoir mon passager en arriere ou il peut etre assis a cote moi,FR,checked,Health,"Permissible activities, Carpool"
"I would like to know, if I go to the grocery store or for a walk, can I transmit the virus on my shoes or jacket and come home and infect others in the house, is leaving my shoes at the door enough or do I have to disinfect them.",EN,checked,Health,Transmission
"I hear people talking about being a ""covid carrier"" what does that mean?",EN,checked,Health,"Terminology, Covid carrier"
ma conjointe a été teste positif le 6 avril .Cela fait 4 test qui sont négatifs mais mon employeur refuse que je retourne travailler car j ai pas passe de test,FR,checked,Health,Workplace
what tp know the rules,EN,,Health,Feedback unclear
How do you report someone it quarantining after being out of the country,EN,checked,Health,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
Quand on travail et qu'on met notre vie en danger il y a un revenu de 100$ /sem je veux m'inscrire merci .Je suis chauffeur d autobus scolaire,FR,checked,Health,Financial support
You don't answer what is covid-19? Other than a new disease.,EN,checked,Health,What is covid
How long to isolate after being diagnosed. Important for co-workers to understand the protocol,EN,checked,Health,Quarantine and isolation
je veux savoir combien de temps a ce moment pour recevoir un resultat de test covid19... pour ma région géographique.... La ligne covid 19 ne peut dire et le temps metionner de l hopital est fautif.....C est très frustrant et est ce que mon test a bien ete recu et fait?????????????,FR,checked,Health,Testing
There is an article stating it’s illegal to not wear a face mask in public in Canada. Is this true? Your website states optional. Also purchasing them takes supplies from those who need them,EN,checked,Health,PPE
"The list of symptoms doesn’t include any of the new ones I’ve been hearing about (loss of smell/taste, purple rash, etc).",EN,checked,Health,Symptoms
Enfant ayant urticaire sur bras quoi faire ?,FR,checked,Health,Treatment
If I have tested positive and finished my isolation period will I be able to get someone else sick.,EN,checked,Health,Contagious
why is there not information for severe symptoms. Directing the general public to call their health care provider for suggestions to relieve symptoms seems like a time waster when acute symptoms require acute treatment -- like 911 or presentation for urgent assessment like an urgent care or ER/ED,EN,checked,Health,Symptoms
Moi garçon testé positif après 14jour encor des symptôme,FR,checked,Health,Course of illness
how long will cover live on paper and cardboard,EN,checked,Health,Virus survival
